timestamp,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,attack_gyro0,attack_gyro1,attack_gyro2,gyro_rad[0],gyro_rad[1],gyro_rad[2]
28379276,28379276,28379276,28379276,28379276,28379276,2.930559355,2.930559355,3.733215767,3.728087736,3.735008011,3.733509563,-0.005128031,0.001792244,0.000293796
28383279,28383279,28383279,28383279,28383279,28383279,-1.104519591,-1.104519591,-0.832646466,-0.837635026,-0.830203935,-0.833517044,-0.00498856,0.002442531,-0.000870578
28387278,28387278,28387278,28387278,28387278,28387278,-3.932554718,-3.932554718,-3.996056231,-4.000514424,-3.994145277,-3.996605906,-0.004458193,0.001910954,-0.000549674
28391284,28391284,28391284,28391284,28391284,28391284,-2.441766379,-2.441766379,-0.428843532,-0.433861255,-0.426204009,-0.428871799,-0.005017723,0.002639523,-2.83E-05
28395270,28395270,28395270,28395270,28395270,28395270,1.802064324,1.802064324,3.824057777,3.819339918,3.827232739,3.825098648,-0.004717859,0.003174962,0.001040871
28399273,28399273,28399273,28399273,28399273,28399273,3.999995528,3.999995528,1.758898973,1.754731915,1.763560928,1.759106856,-0.004167059,0.004661955,0.000207883
28403275,28403275,28403275,28403275,28403275,28403275,1.808119911,1.808119911,-3.26753295,-3.27256278,-3.2639337,-3.266920233,-0.00502983,0.003599251,0.000612718
28407275,28407275,28407275,28407275,28407275,28407275,-2.378505399,-2.378505399,-2.807916205,-2.811781066,-2.803467564,-2.806636444,-0.003864861,0.004448641,0.001279761
28411270,28411270,28411270,28411270,28411270,28411270,-3.936574567,-3.936574567,2.322993694,2.317860778,2.32765822,2.323505674,-0.005132916,0.004664525,0.000511979
28415274,28415274,28415274,28415274,28415274,28415274,-1.150768684,-1.150768684,3.577121958,3.573176571,3.580525205,3.57669175,-0.003945387,0.003403247,-0.000430208
28419275,28419275,28419275,28419275,28419275,28419275,2.904667269,2.904667269,-1.191765553,-1.194038255,-1.187742781,-1.190664253,-0.002272703,0.004022772,0.001101299
28423287,28423287,28423287,28423287,28423287,28423287,3.781253492,3.781253492,-3.947468886,-3.95035295,-3.943762819,-3.947766929,-0.002884063,0.003706067,-0.000298042
28427266,28427266,28427266,28427266,28427266,28427266,0.421346409,0.421346409,-0.165928998,-0.17019048,-0.163273495,-0.166371907,-0.004261482,0.002655504,-0.000442908
28431269,28431269,28431269,28431269,28431269,28431269,-3.358136613,-3.358136613,3.920988628,3.914705434,3.923318411,3.920498035,-0.006283194,0.002329783,-0.000490593
28435266,28435266,28435266,28435266,28435266,28435266,-3.440355385,-3.440355385,1.439820492,1.434166492,1.442575669,1.439554247,-0.005654,0.002755177,-0.000266245
28439269,28439269,28439269,28439269,28439269,28439269,0.265859067,0.265859067,-3.459661374,-3.465016494,-3.456064605,-3.458631139,-0.00535512,0.003596769,0.001030235
28443266,28443266,28443266,28443266,28443266,28443266,3.692664847,3.692664847,-2.561374097,-2.565026156,-2.557244352,-2.560408559,-0.00365206,0.004129745,0.000965538
28447269,28447269,28447269,28447269,28447269,28447269,3.040219691,3.040219691,2.632290219,2.630009641,2.636312192,2.633500817,-0.002280578,0.004021973,0.001210598
28451277,28451277,28451277,28451277,28451277,28451277,-0.920041326,-0.920041326,3.367011334,3.363167432,3.371893385,3.366913514,-0.003843901,0.004882052,-9.78E-05
28455273,28455273,28455273,28455273,28455273,28455273,-3.896761637,-3.896761637,-1.554802974,-1.558088845,-1.5524702,-1.555971453,-0.003285871,0.002332775,-0.001168479
28459266,28459266,28459266,28459266,28459266,28459266,-2.526307632,-2.526307632,-3.901483882,-3.905770405,-3.899053787,-3.900756159,-0.004286523,0.002430095,0.000727722
28463269,28463269,28463269,28463269,28463269,28463269,1.625094265,1.625094265,0.259037692,0.253691056,0.261788653,0.259338164,-0.005346637,0.002750961,0.000300472
28467266,28467266,28467266,28467266,28467266,28467266,3.996353884,3.996353884,3.978251904,3.973864403,3.981001434,3.978765003,-0.004387501,0.00274953,0.000513099
28471272,28471272,28471272,28471272,28471272,28471272,1.97160917,1.97160917,1.013443434,1.008851308,1.01523703,1.013520098,-0.004592125,0.001793596,7.67E-05
28475266,28475266,28475266,28475266,28475266,28475266,-2.252572171,-2.252572171,-3.634107388,-3.639977548,-3.632527296,-3.633849304,-0.00587016,0.001580093,0.000258085
28479279,28479279,28479279,28479279,28479279,28479279,-3.972931598,-3.972931598,-2.156574459,-2.160979128,-2.153938003,-2.155326321,-0.004404669,0.002636456,0.001248138
28483266,28483266,28483266,28483266,28483266,28483266,-1.302705633,-1.302705633,2.905461992,2.900657875,2.907043002,2.905526577,-0.004804117,0.00158101,6.46E-05
28487269,28487269,28487269,28487269,28487269,28487269,2.785202949,2.785202949,3.171157825,3.166579122,3.172743898,3.170700034,-0.004578703,0.001586073,-0.000457791
