timestamp,dummy,dummy,dummy,dummy,dummy,dummy,dummy,dummy,attack_acc0,attack_acc1,attack_acc2,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2]
28323223,28323223,28323223,28323223,28323223,28323223,0.960047675,0.960047675,34.239619,34.73329945,34.18923009,24.306165,0.49368045,-0.050388902,-9.933454
28327222,28327222,28327222,28327222,28327222,28327222,-73.16654019,-73.16654019,-77.67553046,-77.1714144,-77.76626721,-87.58665746,0.50411606,-0.090736754,-9.911127
28331223,28331223,28331223,28331223,28331223,28331223,61.02466325,61.02466325,-5.218874832,-4.720802952,-5.292345282,-15.17723483,0.49807188,-0.07347045,-9.95836
28335223,28335223,28335223,28335223,28335223,28335223,20.82364433,20.82364433,79.39350754,79.87864578,79.33284143,69.43848854,0.48513824,-0.060666107,-9.955019
28339233,28339233,28339233,28339233,28339233,28339233,-76.6256391,-76.6256391,-15.14353958,-14.65724066,-15.22272987,-25.08673758,0.48629892,-0.07919029,-9.943198
28343229,28343229,28343229,28343229,28343229,28343229,50.63285959,50.63285959,-72.80222773,-72.33288225,-72.87147809,-82.71088173,0.46934548,-0.06925036,-9.908654
28347229,28347229,28347229,28347229,28347229,28347229,34.48473798,34.48473798,46.21812556,46.66685513,46.13139664,36.29286156,0.44872957,-0.08672892,-9.925264
28351226,28351226,28351226,28351226,28351226,28351226,-79.93492249,-79.93492249,53.34840647,53.81071374,53.29375753,43.41183747,0.46230727,-0.054648936,-9.936569
28355222,28355222,28355222,28355222,28355222,28355222,27.69408037,27.69408037,-70.47416672,-69.99841487,-70.54047215,-80.42186472,0.47575185,-0.066305436,-9.947698
28359223,28359223,28359223,28359223,28359223,28359223,55.45966958,55.45966958,-24.90772587,-24.45570407,-24.9754596,-34.83064287,0.4520218,-0.067733735,-9.922917
28363223,28363223,28363223,28363223,28363223,28363223,-75.78237143,-75.78237143,79.34436809,79.79592817,79.28658092,69.44114709,0.45156008,-0.057787165,-9.903221
28367269,28367269,28367269,28367269,28367269,28367269,47.94111587,47.94111587,38.17417328,38.62789081,38.1273825,28.24144428,0.45371753,-0.04679078,-9.932729
28371273,28371273,28371273,28371273,28371273,28371273,34.24870453,34.24870453,-74.9433548,-74.47818778,-74.99711236,-84.8997408,0.46516702,-0.05375756,-9.956386
28375269,28375269,28375269,28375269,28375269,28375269,-79.90566055,-79.90566055,-9.612610485,-9.141629635,-9.709721285,-19.52697248,0.47098085,-0.0971108,-9.914362
28379276,28379276,28379276,28379276,28379276,28379276,36.35506489,36.35506489,79.98865828,80.49425638,79.89728764,70.09349328,0.5055981,-0.091370635,-9.895165
28383279,28383279,28383279,28383279,28383279,28383279,46.79072502,46.79072502,-10.78918123,-10.30391419,-10.85412708,-20.70677223,0.48526704,-0.064945854,-9.917591
28387278,28387278,28387278,28387278,28387278,28387278,-78.46184165,-78.46184165,-75.52914688,-75.04497892,-75.57748337,-85.44695688,0.48416796,-0.04833649,-9.91781
28391284,28391284,28391284,28391284,28391284,28391284,24.58746648,24.58746648,34.91500055,35.4026322,34.85007003,24.96548755,0.48763165,-0.06493052,-9.949513
28395270,28395270,28395270,28395270,28395270,28395270,66.4196672,66.4196672,55.16551883,55.63589219,55.11691512,45.21201983,0.47037336,-0.048603706,-9.953499
28399273,28399273,28399273,28399273,28399273,28399273,-70.00501801,-70.00501801,-65.62780401,-65.14794505,-65.69786405,-75.55385601,0.47985896,-0.070060045,-9.926052
28403275,28403275,28403275,28403275,28403275,28403275,-3.391902996,-3.391902996,-34.40307562,-33.91963912,-34.49561235,-44.33637262,0.4834365,-0.09253673,-9.933297
28407275,28407275,28407275,28407275,28407275,28407275,73.76527423,73.76527423,77.392039,77.88940516,77.31538285,67.501611,0.49736616,-0.07665615,-9.890428
28411270,28411270,28411270,28411270,28411270,28411270,-56.24775217,-56.24775217,0.552915906,1.046585206,0.479588936,-9.388315094,0.4936693,-0.07332697,-9.941231
28415274,28415274,28415274,28415274,28415274,28415274,-24.04154913,-24.04154913,-79.29265611,-78.79659085,-79.35270474,-89.23808311,0.49606526,-0.060048636,-9.945427
28419275,28419275,28419275,28419275,28419275,28419275,79.1478949,79.1478949,24.36254653,24.84725979,24.31236063,14.41465653,0.48471326,-0.050185904,-9.94789
28423287,28423287,28423287,28423287,28423287,28423287,-52.98408301,-52.98408301,75.08310533,75.57400283,75.04365812,65.19806833,0.4908975,-0.03944721,-9.885037
28427266,28427266,28427266,28427266,28427266,28427266,-48.32254057,-48.32254057,-57.14139975,-56.65681539,-57.1958997,-67.03877975,0.48458436,-0.05449995,-9.89738
28431269,28431269,28431269,28431269,28431269,28431269,78.78878698,78.78878698,-46.68465756,-46.21928068,-46.759574,-56.60520956,0.46537688,-0.074916445,-9.920552
28435266,28435266,28435266,28435266,28435266,28435266,-18.32352737,-18.32352737,73.73995892,74.2123322,73.67149568,63.78996392,0.47237328,-0.068463236,-9.949995
28439269,28439269,28439269,28439269,28439269,28439269,-60.90749679,-60.90749679,19.49082598,19.96894506,19.44593029,9.557180976,0.47811908,-0.04489569,-9.933645
28443266,28443266,28443266,28443266,28443266,28443266,71.68225242,71.68225242,-79.98195999,-79.51055934,-80.02293916,-89.91371299,0.47140065,-0.040979173,-9.931753
28447269,28447269,28447269,28447269,28447269,28447269,-1.140987762,-1.140987762,10.44043419,10.92216432,10.36944764,0.520744195,0.48173013,-0.070986554,-9.91969
28451277,28451277,28451277,28451277,28451277,28451277,-68.36569959,-68.36569959,78.0303428,78.49914945,77.95966205,68.0650638,0.46880665,-0.07068075,-9.965279
28455273,28455273,28455273,28455273,28455273,28455273,64.60000916,64.60000916,-35.47022712,-35.00526076,-35.5639387,-45.37639912,0.46496636,-0.09371158,-9.906172
28459266,28459266,28459266,28459266,28459266,28459266,21.4587112,21.4587112,-59.46727943,-59.02191083,-59.53856848,-69.41630543,0.4453686,-0.071289055,-9.949026
28463269,28463269,28463269,28463269,28463269,28463269,-78.3611874,-78.3611874,61.90615553,62.36731059,61.84504467,51.92163253,0.46115506,-0.061110854,-9.984523
28467266,28467266,28467266,28467266,28467266,28467266,45.70385269,45.70385269,35.59182372,36.05161946,35.5347889,25.64138772,0.45979574,-0.057034813,-9.950436
28471272,28471272,28471272,28471272,28471272,28471272,35.07772323,35.07772323,-75.27726987,-74.80211771,-75.35873143,-85.18372487,0.47515216,-0.08146156,-9.906455
28475266,28475266,28475266,28475266,28475266,28475266,-79.72417545,-79.72417545,-6.717602133,-6.262295093,-6.823339417,-16.65887613,0.45530704,-0.105737284,-9.941274
28479279,28479279,28479279,28479279,28479279,28479279,38.7911197,38.7911197,79.88673805,80.36021815,79.78787612,69.94838705,0.4734801,-0.098861925,-9.938351
28483266,28483266,28483266,28483266,28483266,28483266,55.9323513,55.9323513,-23.1000867,-22.61316536,-23.18916236,-33.0366797,0.48692134,-0.08907566,-9.936593
28487269,28487269,28487269,28487269,28487269,28487269,-76.42936717,-76.42936717,-72.20754406,-71.70058646,-72.27125813,-82.12034206,0.5069576,-0.063714065,-9.912798
28491283,28491283,28491283,28491283,28491283,28491283,23.71052446,23.71052446,35.78526594,36.25550694,35.73231219,25.88288794,0.470241,-0.05295375,-9.902378
28495273,28495273,28495273,28495273,28495273,28495273,64.84228043,64.84228043,57.23630198,57.71672156,57.18611564,47.35392798,0.48041958,-0.05018634,-9.882374
28499276,28499276,28499276,28499276,28499276,28499276,-71.29876897,-71.29876897,-63.92040703,-63.41586433,-63.98407915,-73.83182503,0.5045427,-0.06367212,-9.911418
28503273,28503273,28503273,28503273,28503273,28503273,-5.228906477,-5.228906477,-32.6414536,-32.14221615,-32.70763679,-42.5520266,0.49923745,-0.06618319,-9.910573
28507285,28507285,28507285,28507285,28507285,28507285,69.72587426,69.72587426,74.37286322,74.850114,74.3008452,64.45553522,0.47725078,-0.07201802,-9.917328
28511269,28511269,28511269,28511269,28511269,28511269,-55.5899426,-55.5899426,-0.417201617,0.060435733,-0.477967383,-10.32786662,0.47763735,-0.060765766,-9.910665
28515266,28515266,28515266,28515266,28515266,28515266,-30.94872278,-30.94872278,-77.89166536,-77.42671676,-77.93599679,-87.77105236,0.4649486,-0.044331428,-9.879387
28519269,28519269,28519269,28519269,28519269,28519269,79.76237412,79.76237412,29.837468,30.28401607,29.76060655,19.914945,0.44654807,-0.07686145,-9.922523
28523268,28523268,28523268,28523268,28523268,28523268,-38.7339575,-38.7339575,66.79274779,67.26423865,66.73366292,56.85650479,0.47149086,-0.05908487,-9.936243
