timestamp,attack_trigger,attack_frequency,attack_amplitude,attack_offset,attack_timediff,attack_recovered,attack_gyro0,attack_gyro1,attack_gyro2,true_gyro0,true_gyro1,true_gyro2
89874728,1,44,2,0.14995363,0.004067,-0.004771769,-0.048854463,-0.5007595,0.066603445,0.018925164,-0.012019846,0.004640895
89878706,1,44,2,-1.7089736,0.003978,-0.030509084,-0.075927146,0.33133322,-0.00656587,0.023811212,-0.01328839,0.0021301971
89882662,1,44,2,-1.7076406,0.003956,-0.030509084,-0.035519097,0.87864476,-0.067029886,0.038905308,-0.017346887,0.0025960791
89886658,1,44,2,0.16419147,0.003996,-0.052606553,0.03817785,0.6036456,-0.056740366,0.0311035,-0.017133253,0.0038495755
89890658,1,44,2,1.8549912,0.004,-0.026141733,0.06858519,-0.17801768,0.01037468,0.01680424,-0.014256938,0.0043654703
89894736,1,44,2,1.4717832,0.004078,-0.04972717,0.03826849,-0.79503953,0.07572527,0.02660133,-0.015942039,0.0045650704
89898655,1,44,2,-0.50836396,0.003919,-0.04972717,-0.025920462,-0.6828004,0.07919266,0.03797123,-0.017446356,0.0046977764
89902660,1,44,2,-1.9575613,0.004005,-0.0014620721,-0.062167984,0.030475894,0.020510776,0.02603103,-0.015209718,0.005076285
89906660,1,44,2,-1.2446355,0.004,-0.035066158,-0.045862656,0.7358889,-0.050216787,0.01773342,-0.013609674,0.0034364169
89910662,1,44,2,0.8405866,0.004002,-0.035066158,0.008708702,0.7913861,-0.06964431,0.032086268,-0.01702755,0.0028143039
89914728,1,44,2,1.9998553,0.004066,-0.064849496,0.061291017,0.048345514,-0.010203404,0.036922187,-0.018192379,0.0042412314
89918677,1,44,2,0.943064,0.003949,-0.06401679,0.056487538,-0.6619715,0.059693918,0.021355862,-0.015954299,0.0048296596
89922676,1,44,2,-1.1530045,0.003999,-0.06401679,-0.008109366,-0.7415272,0.08079278,0.020970998,-0.017553335,0.0033276186
89926666,1,44,2,-1.9783827,0.00399,-0.011456579,-0.06794192,-0.11459591,0.033260297,0.035042007,-0.020110765,0.0032276947
89930656,1,44,2,-0.6330673,0.00399,0.015531719,-0.061829206,0.6067409,-0.03610932,0.03290656,-0.01872404,0.0027363051
89934741,1,44,2,1.4468997,0.004085,-0.054321647,0.0043152547,0.740211,-0.06191267,0.020064536,-0.01596158,0.0022350212
89938677,1,44,2,1.8947383,0.003936,-0.054321647,0.06552087,0.1924554,-0.022090215,0.025244787,-0.017130537,0.0030325013
89942693,1,44,2,0.27025208,0.004016,-0.054321647,0.061354842,-0.50841635,0.043666527,0.036497124,-0.016810494,0.0049708025
89946656,1,44,2,-1.6385695,0.003963,-0.04524997,0.00056240795,-0.7556524,0.07845929,0.02889843,-0.014473972,0.0024976316
89950658,1,44,2,-1.7582359,0.004002,0.022072062,-0.061207928,-0.30004007,0.049394146,0.017315717,-0.013088655,0.0011876156
89954730,1,44,2,0.10193918,0.004072,-0.0034964383,-0.06654969,0.46531335,-0.01964809,0.029508712,-0.015216706,0.0030513029
89958660,1,44,2,1.8146937,0.00393,-0.0034964383,-0.015665192,0.8500239,-0.06730098,0.03844391,-0.01457318,0.0031098407
89962659,1,44,2,1.5656523,0.003999,-0.06670827,0.04723016,0.46088707,-0.044350695,0.025482345,-0.012874593,0.0021801584
89966667,1,44,2,-0.41727242,0.004008,-0.014550626,0.067502394,-0.39480752,0.031399447,0.018987441,-0.012219496,0.0023005228
89970675,1,44,2,-1.9362345,0.004008,-0.014550626,0.022376351,-0.87443715,0.08596059,0.03377143,-0.015107164,0.0028628123
89974762,1,44,2,-1.2809002,0.004087,0.0012362599,-0.048389,-0.48961544,0.06543948,0.036105983,-0.01574641,0.0030409195
89978666,1,44,2,0.7511069,0.003904,0.015193909,-0.07061041,0.37118918,-0.009887287,0.006601631,-0.010742536,0.0035196615
89982663,1,44,2,1.99355,0.003997,0.015193909,-0.0292083,0.8788527,-0.065802485,0.021679197,-0.014265299,0.0031323554
89986655,1,44,2,1.0413039,0.003992,-0.02606228,0.036826722,0.56054264,-0.052631907,0.037920542,-0.017453875,0.003843
89990706,1,44,2,-1.0818326,0.004051,-0.005972445,0.06766388,-0.28784242,0.019167291,0.030456683,-0.01648998,0.0029766287
89994734,1,44,2,-1.9870155,0.004028,-0.033737928,0.03422016,-0.8421477,0.080754235,0.016550722,-0.014347717,0.002338767
89998658,1,44,2,-0.72481126,0.003924,-0.033737928,-0.033990555,-0.56900615,0.071005404,0.037206504,-0.015845602,0.0047920505
90002658,1,44,2,1.340612,0.004,-0.0012206435,-0.07078772,0.24100758,0.003022154,0.029417979,-0.015535878,0.00294403
90006662,1,44,2,1.9268752,0.004004,-0.032400846,-0.042006217,0.8456177,-0.06179287,0.018331077,-0.014150638,0.0035634998
90010721,1,44,2,0.35502052,0.004059,-0.032400846,0.028122522,0.6819363,-0.0627173,0.03436543,-0.017019916,0.003628885
